network_condition,website,time_seconds,CacheV2LoadTester,ClassicLoadTester,enhancement
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/bbc.co,604800,866,26301,0.967073495304361
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/bbc.co,31622400,964,13307,0.9275569249267303
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/belastingdienst,60,6397,8917,0.28260625770999215
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/belastingdienst,3600,9443,7574,-0.24676524953789278
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/belastingdienst,21600,5512,619,-7.904684975767367
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/belastingdienst,86400,673,7934,0.9151751953617343
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/belastingdienst,604800,4641,788,-4.8895939086294415
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/belastingdienst,31622400,503,9388,0.9464209629314018
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/bfmtv,60,862,739,-0.16644113667117727
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/bfmtv,3600,569,14871,0.961737610113644
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/bfmtv,21600,1027,674,-0.5237388724035609
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/bfmtv,86400,683,747,0.0856760374832664
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/bfmtv,604800,782,506,-0.5454545454545454
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/bfmtv,31622400,574,15790,0.9636478784040532
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/bg.wikipedia,60,960,1136,0.15492957746478872
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/bg.wikipedia,3600,1119,1148,0.025261324041811847
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/bg.wikipedia,21600,885,1208,0.2673841059602649
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/bg.wikipedia,86400,505,646,0.21826625386996903
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/bg.wikipedia,604800,1148,673,-0.7057949479940565
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/bg.wikipedia,31622400,708,1214,0.41680395387149916
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/bhaskar,60,955,2180,0.5619266055045872
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/bhaskar,3600,13153,679,-18.371134020618555
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/bhaskar,21600,696,8217,0.9152975538517707
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/bhaskar,86400,916,8896,0.8970323741007195
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/bhaskar,604800,676,7675,0.9119218241042345
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/bhaskar,31622400,677,7863,0.9139005468650643
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/biblegateway,60,2617,506,-4.17193675889328
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/biblegateway,3600,4961,670,-6.404477611940298
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/biblegateway,21600,949,3534,0.7314657611771364
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/biblegateway,86400,5555,5207,-0.06683310927597465
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/biblegateway,604800,1037,5871,0.8233691023675694
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/biblegateway,31622400,623,4177,0.8508498922671774
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/bibliaonline.com,60,11140,3564,-2.1257014590347922
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/bibliaonline.com,3600,792,787,-0.0063532401524777635
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/bibliaonline.com,21600,1005,666,-0.509009009009009
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/bibliaonline.com,86400,934,13041,0.9283797254811748
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/bibliaonline.com,604800,873,16757,0.9479023691591574
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/bibliaonline.com,31622400,805,14205,0.9433298134459698
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/bild,60,2720,16142,0.8314954776359806
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/bild,3600,501,3471,0.8556611927398444
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/bild,21600,9128,718,-11.713091922005571
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/bild,86400,616,514,-0.19844357976653695
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/bild,604800,902,733,-0.2305593451568895
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/bild,31622400,1049,663,-0.5822021116138764
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/binance,60,544,764,0.2879581151832461
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/binance,3600,801,817,0.019583843329253364
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/binance,21600,493,500,0.014
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/binance,86400,509,486,-0.047325102880658436
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/binance,604800,422,642,0.3426791277258567
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/binance,31622400,1186,503,-1.3578528827037772
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/bing,60,1620,1586,-0.021437578814627996
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/bing,3600,2494,975,-1.557948717948718
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/bing,21600,1465,1882,0.22157279489904358
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/bing,86400,1183,1562,0.24263764404609475
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/bing,604800,1292,903,-0.43078626799557035
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/bing,31622400,628,497,-0.2635814889336016
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/blibli,60,22458,883,-24.43374858437146
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/blibli,3600,1230,693,-0.7748917748917749
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/blibli,21600,694,509,-0.36345776031434185
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/blibli,86400,1135,747,-0.5194109772423026
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/blibli,604800,682,781,0.1267605633802817
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/blibli,31622400,694,526,-0.3193916349809886
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/blooket,60,3462,2279,-0.5190873189995612
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/blooket,3600,12312,876,-13.054794520547945
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/blooket,21600,1037,7422,0.8602802479116142
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/blooket,86400,1071,836,-0.2811004784688995
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/blooket,604800,924,8751,0.8944120671923209
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/blooket,31622400,674,22220,0.9696669666966696
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/bn.wikipedia,60,996,1257,0.20763723150357996
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/bn.wikipedia,3600,688,491,-0.40122199592668023
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/bn.wikipedia,21600,1008,933,-0.08038585209003216
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/bn.wikipedia,86400,688,762,0.09711286089238845
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/bn.wikipedia,604800,709,886,0.19977426636568849
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/bn.wikipedia,31622400,932,956,0.02510460251046025
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/boots,60,934,840,-0.11190476190476191
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/boots,3600,1006,982,-0.024439918533604887
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/boots,21600,927,548,-0.6916058394160584
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/boots,86400,938,735,-0.2761904761904762
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/boots,604800,504,507,0.005917159763313609
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/boots,31622400,613,877,0.3010262257696693
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/brainly,60,3188,1456,-1.1895604395604396
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/brainly,3600,1032,683,-0.5109809663250366
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/brainly,21600,858,535,-0.6037383177570094
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/brainly,86400,726,546,-0.32967032967032966
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/brainly,604800,1072,759,-0.41238471673254284
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/brainly,31622400,963,7532,0.872145512480085
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/bulbagarden,60,3329,542,-5.142066420664206
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/bulbagarden,3600,674,674,0.0
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/bulbagarden,21600,647,910,0.289010989010989
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/bulbagarden,86400,863,792,-0.08964646464646464
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/bulbagarden,604800,1021,512,-0.994140625
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/bulbagarden,31622400,719,9910,0.92744702320888
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/bundesliga,60,3033,1794,-0.6906354515050167
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/bundesliga,3600,18124,872,-19.78440366972477
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/bundesliga,21600,19401,9825,-0.9746564885496183
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/bundesliga,86400,1227,12546,0.9021999043519847
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/bundesliga,604800,10113,649,-14.582434514637905
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/bundesliga,31622400,748,19725,0.9620785804816223
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/ca,60,2408,1531,-0.5728282168517309
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/ca,3600,5348,499,-9.71743486973948
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/ca,21600,739,4487,0.8353019835079117
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/ca,86400,706,904,0.21902654867256638
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/ca,604800,886,517,-0.7137330754352031
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/ca,31622400,698,736,0.051630434782608696
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/ca.wikipedia,60,1274,669,-0.9043348281016442
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/ca.wikipedia,3600,1229,566,-1.1713780918727916
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/ca.wikipedia,21600,884,1184,0.2533783783783784
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/ca.wikipedia,86400,896,790,-0.1341772151898734
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/ca.wikipedia,604800,496,1127,0.5598935226264419
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/ca.wikipedia,31622400,721,1105,0.34751131221719456
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/caf,60,2502,2948,0.15128900949796473
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/caf,3600,1073,39976,0.9731588953372023
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/caf,21600,772,511,-0.5107632093933464
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/caf,86400,740,671,-0.10283159463487332
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/caf,604800,486,673,0.27786032689450224
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/caf,31622400,956,838,-0.14081145584725538
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/calculator,60,3586,3100,-0.1567741935483871
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/calculator,3600,920,779,-0.1810012836970475
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/calculator,21600,732,838,0.12649164677804295
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/calculator,86400,738,560,-0.31785714285714284
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/calculator,604800,925,3381,0.7264123040520556
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/calculator,31622400,3203,525,-5.100952380952381
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/canada,60,1877,8504,0.779280338664158
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/canada,3600,705,6389,0.8896540929722961
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/canada,21600,5966,1086,-4.4935543278084715
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/canada,86400,1084,503,-1.1550695825049702
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/canada,604800,857,507,-0.6903353057199211
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/canada,31622400,8384,692,-11.115606936416185
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/canalplus,60,1660,771,-1.153047989623865
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/canalplus,3600,807,713,-0.13183730715287517
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/canalplus,21600,1012,28732,0.9647779479326187
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/canalplus,86400,12496,16288,0.23280943025540274
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/canalplus,604800,11747,583,-19.149228130360207
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/canalplus,31622400,820,820,0.0
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/cancer,60,1949,7383,0.7360151699851009
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/cancer,3600,6165,828,-6.445652173913044
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/cancer,21600,1390,866,-0.605080831408776
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/cancer,86400,643,673,0.04457652303120357
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/cancer,604800,7790,4730,-0.6469344608879493
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/cancer,31622400,605,1494,0.5950468540829986
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/capitalone,60,1062,1986,0.4652567975830816
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/capitalone,3600,13500,20970,0.3562231759656652
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/capitalone,21600,953,46582,0.9795414537804302
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/capitalone,86400,1163,588,-0.9778911564625851
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/capitalone,604800,525,651,0.1935483870967742
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/capitalone,31622400,880,12186,0.9277859839159691
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/carmax,60,935,14006,0.9332428959017564
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/carmax,3600,567,740,0.23378378378378378
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/carmax,21600,520,729,0.28669410150891633
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/carmax,86400,831,871,0.045924225028702644
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/carmax,604800,19556,823,-22.761846901579588
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/carmax,31622400,1194,714,-0.6722689075630253
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/cbc,60,176141,3262,-52.997854077253216
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/cbc,3600,178322,793,-223.8701134930643
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/cbc,21600,17256,13213,-0.30598652841898133
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/cbc,86400,1202,625,-0.9232
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/cbc,604800,667,29514,0.9774005556684963
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/cbc,31622400,501,29034,0.9827443686712131
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/cbsnews,60,3203,3154,-0.015535827520608751
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/cbsnews,3600,3909,3127,-0.25007994883274703
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/cbsnews,21600,762,583,-0.307032590051458
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/cbsnews,86400,1060,816,-0.29901960784313725
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/cbsnews,604800,5393,680,-6.930882352941176
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/cbsnews,31622400,959,873,-0.09851088201603665
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/cbssports,60,2128,874,-1.434782608695652
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/cbssports,3600,846,1033,0.18102613746369797
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/cbssports,21600,711,10124,0.929770841564599
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/cbssports,86400,1194,765,-0.5607843137254902
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/cbssports,604800,699,777,0.10038610038610038
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/cbssports,31622400,1310,889,-0.4735658042744657
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/cdc,60,3471,1861,-0.8651262761955938
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/cdc,3600,859,881,0.024971623155505107
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/cdc,21600,870,14499,0.9399958617835713
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/cdc,86400,15735,12920,-0.21787925696594426
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/cdc,604800,2325,22040,0.8945099818511797
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/cdc,31622400,9930,552,-16.98913043478261
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/cellphones.com,60,8925,102730,0.9131217755280834
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/cellphones.com,3600,102852,102617,-0.0022900688969663898
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/cellphones.com,21600,103072,102563,-0.004962803350136014
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/cellphones.com,86400,102944,102374,-0.005567819954285268
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/cellphones.com,604800,8899,102736,0.9133799252452889
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/cellphones.com,31622400,102832,8770,-10.725427594070695
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/championat,60,4212,4263,0.011963406052076003
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/championat,3600,4326,4237,-0.021005428369129102
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/championat,21600,4204,4127,-0.018657620547613277
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/championat,86400,4319,4196,-0.029313632030505243
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/championat,604800,4183,4325,0.03283236994219653
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/championat,31622400,4110,4236,0.029745042492917848
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/chase,60,2139,2330,0.08197424892703863
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/chase,3600,2211,2442,0.0945945945945946
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/chase,21600,2577,2858,0.09832050384884534
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/chase,86400,2377,2209,-0.07605251244907198
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/chase,604800,2330,2303,-0.011723838471558836
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/chase,31622400,2343,2228,-0.051615798922800715
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/chefkoch,60,3663,3027,-0.21010901883052527
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/chefkoch,3600,4735,2944,-0.6083559782608695
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/chefkoch,21600,3652,2983,-0.22427086825343615
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/chefkoch,86400,3400,2818,-0.20652945351312987
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/chefkoch,604800,3517,3104,-0.1330541237113402
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/chefkoch,31622400,2888,3514,0.17814456459874786
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/chess,60,4068,3754,-0.08364411294619073
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/chess,3600,4201,3851,-0.09088548428979486
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/chess,21600,4273,4344,0.01634438305709024
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/chess,86400,3650,4455,0.18069584736251404
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/chess,604800,3800,4908,0.22575387123064386
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/chess,31622400,3824,4429,0.1365996839015579
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/chip,60,4024,2931,-0.3729102695325827
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/chip,3600,5225,4577,-0.14157745247979026
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/chip,21600,5112,3989,-0.28152419152669844
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/chip,86400,3341,4223,0.20885626331991475
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/chip,604800,4101,3159,-0.2981956315289649
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/chip,31622400,3354,4035,0.1687732342007435
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/choicesupport.org,60,6295,6662,0.055088561993395374
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/choicesupport.org,3600,453,6938,0.9347074084750648
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/choicesupport.org,21600,6481,6238,-0.038954793202949665
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/choicesupport.org,86400,7150,6933,-0.03129958171065916
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/choicesupport.org,604800,6654,5986,-0.1115937186769128
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/choicesupport.org,31622400,483,7075,0.9317314487632509
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/chordtela,60,1875,1656,-0.1322463768115942
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/chordtela,3600,1383,1307,-0.05814843152257077
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/chordtela,21600,1772,1183,-0.4978867286559594
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/chordtela,86400,1248,1197,-0.042606516290726815
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/chordtela,604800,1350,1243,-0.08608205953338696
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/chordtela,31622400,1081,1120,0.03482142857142857
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/chromewebstore.google,60,13063,12254,-0.06601925901746368
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/chromewebstore.google,3600,502,17133,0.9706998190626277
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/chromewebstore.google,21600,16260,14444,-0.1257269454444752
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/chromewebstore.google,86400,13995,9165,-0.5270049099836334
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/chromewebstore.google,604800,15518,16485,0.058659387321807706
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/chromewebstore.google,31622400,582,11379,0.9488531505404693
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/clever,60,553,2044,0.7294520547945206
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/clever,3600,2644,2166,-0.22068328716528163
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/clever,21600,2211,1439,-0.5364836692147325
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/clever,86400,543,1958,0.7226762002042901
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/clever,604800,2227,2087,-0.06708193579300431
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/clever,31622400,1614,2050,0.2126829268292683
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/cloudconvert,60,2762,2694,-0.025241276911655532
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/cloudconvert,3600,2086,4341,0.5194655609306611
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/cloudconvert,21600,3072,4859,0.3677711463264046
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/cloudconvert,86400,3590,3455,-0.03907380607814761
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/cloudconvert,604800,2592,4762,0.4556908861822764
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/cloudconvert,31622400,2748,2343,-0.17285531370038412
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/cnbc,60,4100,3850,-0.06493506493506493
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/cnbc,3600,4313,3931,-0.09717629102009667
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/cnbc,21600,4211,3907,-0.07780906066035322
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/cnbc,86400,3815,3898,0.02129297075423294
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/cnbc,604800,4255,3923,-0.08462911037471323
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/cnbc,31622400,4456,3856,-0.15560165975103735
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/cnet,60,1794,300017,0.9940203388474653
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/cnet,3600,845,300018,0.997183502323194
